codes,wav_codes,transcript,normalized_transcript,tokens,duration,gender
1165,10853896951413511061.wav,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.",historians have criticized past fbi policies for focusing resources on cases which are easy to solve especially stolen car cases with the intent of boosting the agency's success rate,h i s t o r i a n s | h a v e | c r i t i c i z e d | p a s t | f b i | p o l i c i e s | f o r | f o c u s i n g | r e s o u r c e s | o n | c a s e s | w h i c h | a r e | e a s y | t o | s o l v e | e s p e c i a l l y | s t o l e n | c a r | c a s e s | w i t h | t h e | i n t e n t | o f | b o o s t i n g | t h e | a g e n c y ' s | s u c c e s s | r a t e |,210240,MALE
877,12632698633096578117.wav,"For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.",for those unfamiliar with medical jargon the words infectious and contagious have distinct meanings,f o r | t h o s e | u n f a m i l i a r | w i t h | m e d i c a l | j a r g o n | t h e | w o r d s | i n f e c t i o u s | a n d | c o n t a g i o u s | h a v e | d i s t i n c t | m e a n i n g s |,124800,MALE
121,1807251235726601463.wav,"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.",the acma also found that despite the video being streamed on the internet big brother had not breached online content censorship laws as the media had not been stored on big brother's website,t h e | a c m a | a l s o | f o u n d | t h a t | d e s p i t e | t h e | v i d e o | b e i n g | s t r e a m e d | o n | t h e | i n t e r n e t | b i g | b r o t h e r | h a d | n o t | b r e a c h e d | o n l i n e | c o n t e n t | c e n s o r s h i p | l a w s | a s | t h e | m e d i a | h a d | n o t | b e e n | s t o r e d | o n | b i g | b r o t h e r ' s | w e b s i t e |,222720,MALE
129,15358837584224695084.wav,The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,the artistic event is also part of a campaign by the bucharest city hall that seeks to relaunch the image of the romanian capital as a creative and colourful metropolis,t h e | a r t i s t i c | e v e n t | i s | a l s o | p a r t | o f | a | c a m p a i g n | b y | t h e | b u c h a r e s t | c i t y | h a l l | t h a t | s e e k s | t o | r e l a u n c h | t h e | i m a g e | o f | t h e | r o m a n i a n | c a p i t a l | a s | a | c r e a t i v e | a n d | c o l o u r f u l | m e t r o p o l i s |,199680,MALE
741,6422466926727517749.wav,It is an archipelago with 15 islands spread out over 2.2 million km2 of ocean.,it is an archipelago with 15 islands spread out over 2.2 million km2 of ocean,i t | i s | a n | a r c h i p e l a g o | w i t h | 1 5 | i s l a n d s | s p r e a d | o u t | o v e r | 2 . 2 | m i l l i o n | k m 2 | o f | o c e a n |,132480,MALE
1262,1465347591733339550.wav,"The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.",the cities of harappa and mohenjo-daro had a flush toilet in almost every house attached to a sophisticated sewage system,t h e | c i t i e s | o f | h a r a p p a | a n d | m o h e n j o - d a r o | h a d | a | f l u s h | t o i l e t | i n | a l m o s t | e v e r y | h o u s e | a t t a c h e d | t o | a | s o p h i s t i c a t e d | s e w a g e | s y s t e m |,165120,MALE
419,9216325274717899923.wav,"Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.",estimates range from 340 million to 500 million speakers and as many as 800 million people can understand the language,e s t i m a t e s | r a n g e | f r o m | 3 4 0 | m i l l i o n | t o | 5 0 0 | m i l l i o n | s p e a k e r s | a n d | a s | m a n y | a s | 8 0 0 | m i l l i o n | p e o p l e | c a n | u n d e r s t a n d | t h e | l a n g u a g e |,153600,FEMALE
285,15495284159064627466.wav,"Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now.",last month there were major protests in poland when that country signed acta which has led to the polish government deciding not to ratify the agreement for now,l a s t | m o n t h | t h e r e | w e r e | m a j o r | p r o t e s t s | i n | p o l a n d | w h e n | t h a t | c o u n t r y | s i g n e d | a c t a | w h i c h | h a s | l e d | t o | t h e | p o l i s h | g o v e r n m e n t | d e c i d i n g | n o t | t o | r a t i f y | t h e | a g r e e m e n t | f o r | n o w |,218880,FEMALE
1414,2596267437292020496.wav,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.",when completely brought up by non-human animals the feral child exhibits behaviors within physical limits almost entirely like those of the particular care-animal such as its fear of or indifference to humans,w h e n | c o m p l e t e l y | b r o u g h t | u p | b y | n o n - h u m a n | a n i m a l s | t h e | f e r a l | c h i l d | e x h i b i t s | b e h a v i o r s | w i t h i n | p h y s i c a l | l i m i t s | a l m o s t | e n t i r e l y | l i k e | t h o s e | o f | t h e | p a r t i c u l a r | c a r e - a n i m a l | s u c h | a s | i t s | f e a r | o f | o r | i n d i f f e r e n c e | t o | h u m a n s |,215040,MALE
144,12278477339576674587.wav,"Based on this fossil, that means the split is much earlier than has been anticipated by the molecular evidence.","based on this fossil that means the split is much earlier than has been anticipated by the molecular evidence","b a s e d | o n | t h i s | f o s s i l | t h a t | m e a n s | t h e | s p l i t | i s | m u c h | e a r l i e r | t h a n | h a s | b e e n | a n t i c i p a t e d | b y | t h e | m o l e c u l a r | e v i d e n c e",131520,FEMALE
549,1674255849146515344.wav,"With the change from the quarter to the half mile run, speed becomes of much less importance and endurance becomes an absolute necessity.","with the change from the quarter to the half mile run speed becomes of much less importance and endurance becomes an absolute necessity","w i t h | t h e | c h a n g e | f r o m | t h e | q u a r t e r | t o | t h e | h a l f | m i l e | r u n | s p e e d | b e c o m e s | o f | m u c h | l e s s | i m p o r t a n c e | a n d | e n d u r a n c e | b e c o m e s | a n | a b s o l u t e | n e c e s s i t y",202560,MALE
1185,12527621878304733613.wav,"You can also have alloys that include small amounts of non-metallic elements like carbon.","you can also have alloys that include small amounts of non-metallic elements like carbon","y o u | c a n | a l s o | h a v e | a l l o y s | t h a t | i n c l u d e | s m a l l | a m o u n t s | o f | n o n - m e t a l l i c | e l e m e n t s | l i k e | c a r b o n",124800,MALE
1402,18071754799699580375.wav,"Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.","tournament top seeds south africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded zambia","t o u r n a m e n t | t o p | s e e d s | s o u t h | a f r i c a | s t a r t e d | o n | t h e | r i g h t | n o t e | w h e n | t h e y | h a d | a | c o m f o r t a b l e | 2 6 | - | 0 0 | w i n | a g a i n s t | 5 t h | s e e d e d | z a m b i a",146880,FEMALE
1247,6632169290877136373.wav,"As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.","as one example american citizens in the middle east might face different situations from europeans or arabs","a s | o n e | e x a m p l e | a m e r i c a n | c i t i z e n s | i n | t h e | m i d d l e | e a s t | m i g h t | f a c e | d i f f e r e n t | s i t u a t i o n s | f r o m | e u r o p e a n s | o r | a r a b s",161280,FEMALE
510,8872343447229798148.wav,"It is not a learning disability, it is a learning disorder; it affects 3 to 5 percent of all children, perhaps as many as 2 million American children.","it is not a learning disability it is a learning disorder it affects 3 to 5% of all children perhaps as many as 2 million american children","i t | i s | n o t | a | l e a r n i n g | d i s a b i l i t y | i t | i s | a | l e a r n i n g | d i s o r d e r | i t | a f f e c t s | 3 | t o | 5 % | o f | a l l | c h i l d r e n | p e r h a p s | a s | m a n y | a s | 2 | m i l l i o n | a m e r i c a n | c h i l d r e n",167040,MALE
1410,9035023492553755712.wav,They can also hold the reservation for you if you need time to think about the offer or procure other documents for your destination (e.g. visa).,they can also hold the reservation for you if you need time to think about the offer or procure other documents for your destination e.g. visa,t h e y | c a n | a l s o | h o l d | t h e | r e s e r v a t i o n | f o r | y o u | i f | y o u | n e e d | t i m e | t o | t h i n k | a b o u t | t h e | o f f e r | o r | p r o c u r e | o t h e r | d o c u m e n t s | f o r | y o u r | d e s t i n a t i o n | e . g . | v i s a |,205440,FEMALE
1182,10372905804427047754.wav,"After the results came in, Gingrich lauded Santorum, but had tough words for Romney, on whose behalf negative campaign advertisements were aired in Iowa against Gingrich.",after the results came in gingrich lauded santorum but had tough words for romney on whose behalf negative campaign advertisements were aired in iowa against gingrich,a f t e r | t h e | r e s u l t s | c a m e | i n | g i n g r i c h | l a u d e d | s a n t o r u m | b u t | h a d | t o u g h | w o r d s | f o r | r o m n e y | o n | w h o s e | b e h a l f | n e g a t i v e | c a m p a i g n | a d v e r t i s e m e n t s | w e r e | a i r e d | i n | i o w a | a g a i n s t | g i n g r i c h |,183360,FEMALE
167,13169297601518225953.wav,David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.,david headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the pakistani militant group laskhar-e-taiba,d a v i d | h e a d l e y ' s | s c o u t i n g | a n d | i n f o r m a t i o n | g a t h e r i n g | h a d | h e l p e d | t o | e n a b l e | t h e | o p e r a t i o n | b y | t h e | 1 0 | g u n m e n | f r o m | t h e | p a k i s t a n i | m i l i t a n t | g r o u p | l a s k h a r - e - t a i b a |,212160,FEMALE
1414,13399877106293529741.wav,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.",when completely brought up by non-human animals the feral child exhibits behaviors within physical limits almost entirely like those of the particular care-animal such as its fear of or indifference to humans,w h e n | c o m p l e t e l y | b r o u g h t | u p | b y | n o n - h u m a n | a n i m a l s | t h e | f e r a l | c h i l d | e x h i b i t s | b e h a v i o r s | w i t h i n | p h y s i c a l | l i m i t s | a l m o s t | e n t i r e l y | l i k e | t h o s e | o f | t h e | p a r t i c u l a r | c a r e - a n i m a l | s u c h | a s | i t s | f e a r | o f | o r | i n d i f f e r e n c e | t o | h u m a n s |,289920,FEMALE
7,9213751827692358474.wav,"Since moving to the Catalan-capital, Vidal had played 49 games for the club.",since moving to the catalan-capital vidal had played 49 games for the club,s i n c e | m o v i n g | t o | t h e | c a t a l a n - c a p i t a l | v i d a l | h a d | p l a y e d | 4 9 | g a m e s | f o r | t h e | c l u b |,145920,MALE
1066,11778964987990934815.wav,"While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse",while most of their food would be familiar to us romans did have their share of strange or unusual feast items including wild boar peacock snails and a type of rodent called a dormouse,w h i l e | m o s t | o f | t h e i r | f o o d | w o u l d | b e | f a m i l i a r | t o | u s | r o m a n s | d i d | h a v e | t h e i r | s h a r e | o f | s t r a n g e | o r | u n u s u a l | f e a s t | i t e m s | i n c l u d i n g | w i l d | b o a r | p e a c o c k | s n a i l s | a n d | a | t y p e | o f | r o d e n t | c a l l e d | a | d o r m o u s e |,240000,MALE
201,1650509692031557830.wav,"Felicia, once a Category 4 storm on the Saffir-Simpson Hurricane Scale, weakened to a tropical depression before dissipating Tuesday.",felicia once a category 4 storm on the saffir-simpson hurricane scale weakened to a tropical depression before dissipating tuesday,f e l i c i a | o n c e | a | c a t e g o r y | 4 | s t o r m | o n | t h e | s a f f i r - s i m p s o n | h u r r i c a n e | s c a l e | w e a k e n e d | t o | a | t r o p i c a l | d e p r e s s i o n | b e f o r e | d i s s i p a t i n g | t u e s d a y |,167040,FEMALE
647,589513994253157247.wav,"Our current experience with all the do-it-yourself and information presenting, learning-based television shows illustrates this point.",our current experience with all the do-it-yourself and information presenting learning-based television shows illustrates this point,o u r | c u r r e n t | e x p e r i e n c e | w i t h | a l l | t h e | d o - i t - y o u r s e l f | a n d | i n f o r m a t i o n | p r e s e n t i n g | l e a r n i n g - b a s e d | t e l e v i s i o n | s h o w s | i l l u s t r a t e s | t h i s | p o i n t |,167040,FEMALE
1382,4888385654371816688.wav,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",on monday sara danius permanent secretary of the nobel committee for literature at the swedish academy publicly announced during a radio program on sveriges radio in sweden the committee unable to reach bob dylan directly about winning the 2016 nobel prize in literature had abandoned its efforts to reach him,o n | m o n d a y | s a r a | d a n i u s | p e r m a n e n t | s e c r e t a r y | o f | t h e | n o b e l | c o m m i t t e e | f o r | l i t e r a t u r e | a t | t h e | s w e d i s h | a c a d e m y | p u b l i c l y | a n n o u n c e d | d u r i n g | a | r a d i o | p r o g r a m | o n | s v e r i g e s | r a d i o | i n | s w e d e n | t h e | c o m m i t t e e | u n a b l e | t o | r e a c h | b o b | d y l a n | d i r e c t l y | a b o u t | w i n n i n g | t h e | 2 0 1 6 | n o b e l | p r i z e | i n | l i t e r a t u r e | h a d | a b a n d o n e d | i t s | e f f o r t s | t o | r e a c h | h i m |,356160,MALE
1474,14587921642793249182.wav,"According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.",according to mick o'flynn the acting director park conservation and heritage with the npws the four shooters selected for the first shooting operation received comprehensive safety and training instruction,a c c o r d i n g | t o | m i c k | o ' f l y n n | t h e | a c t i n g | d i r e c t o r | p a r k | c o n s e r v a t i o n | a n d | h e r i t a g e | w i t h | t h e | n p w s | t h e | f o u r | s h o o t e r s | s e l e c t e d | f o r | t h e | f i r s t | s h o o t i n g | o p e r a t i o n | r e c e i v e d | c o m p r e h e n s i v e | s a f e t y | a n d | t r a i n i n g | i n s t r u c t i o n |,326400,FEMALE
161,15830747409975018560.wav,"Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.",stewart gordon kenseth and harvick round out the top-ten positions for the drivers' championship with four races remaining in the season,s t e w a r t | g o r d o n | k e n s e t h | a n d | h a r v i c k | r o u n d | o u t | t h e | t o p - t e n | p o s i t i o n s | f o r | t h e | d r i v e r s ' | c h a m p i o n s h i p | w i t h | f o u r | r a c e s | r e m a i n i n g | i n | t h e | s e a s o n |,149760,MALE
1006,3601227353128346380.wav,Each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter.,each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter,e a c h | t e m p l e | h a d | a n | o p e n | t e m p l e | c o u r t y a r d | a n d | t h e n | a n | i n n e r | s a n c t u a r y | t h a t | o n l y | t h e | p r i e s t s | c o u l d | e n t e r |,123840,FEMALE
701,12917410910030955816.wav,These requirements are designed to provide an organized migratory flow between both countries.,these requirements are designed to provide an organized migratory flow between both countries,t h e s e | r e q u i r e m e n t s | a r e | d e s i g n e d | t o | p r o v i d e | a n | o r g a n i z e d | m i g r a t o r y | f l o w | b e t w e e n | b o t h | c o u n t r i e s |,251520,MALE
731,17368981404818035490.wav,"This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver.",this authentic community is located in howe sound just off vancouver and is easily accessed via scheduled water taxis departing granville island in downtown vancouver,t h i s | a u t h e n t i c | c o m m u n i t y | i s | l o c a t e d | i n | h o w e | s o u n d | j u s t | o f f | v a n c o u v e r | a n d | i s | e a s i l y | a c c e s s e d | v i a | s c h e d u l e d | w a t e r | t a x i s | d e p a r t i n g | g r a n v i l l e | i s l a n d | i n | d o w n t o w n | v a n c o u v e r |,234240,FEMALE
770,6173653474792665178.wav,"Most of the temples do have an Annual festival starting from November end to Mid of May, which varies according to each temple's annual calendar.",most of the temples do have an annual festival starting from november end to mid of may which varies according to each temple's annual calendar,m o s t | o f | t h e | t e m p l e s | d o | h a v e | a n | a n n u a l | f e s t i v a l | s t a r t i n g | f r o m | n o v e m b e r | e n d | t o | m i d | o f | m a y | w h i c h | v a r i e s | a c c o r d i n g | t o | e a c h | t e m p l e ' s | a n n u a l | c a l e n d a r |,193920,FEMALE
887,7660561467454344904.wav,"Antarctica is the coldest place on Earth, and surrounds the South Pole.",antarctica is the coldest place on earth and surrounds the south pole,a n t a r c t i c a | i s | t h e | c o l d e s t | p l a c e | o n | e a r t h | a n d | s u r r o u n d s | t h e | s o u t h | p o l e |,110400,MALE
1176,12268227640058120525.wav,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity,s u b c u l t u r e s | b r i n g | t o g e t h e r | l i k e - m i n d e d | i n d i v i d u a l s | w h o | f e e l | n e g l e c t e d | b y | s o c i e t a l | s t a n d a r d s | a n d | a l l o w | t h e m | t o | d e v e l o p | a | s e n s e | o f | i d e n t i t y |,156480,MALE
445,7595726081792843198.wav,"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.",two thirds of venezuelans who work do so in the service sector nearly a quarter work in industry and a fifth work in agriculture,t w o | t h i r d s | o f | v e n e z u e l a n s | w h o | w o r k | d o | s o | i n | t h e | s e r v i c e | s e c t o r | n e a r l y | a | q u a r t e r | w o r k | i n | i n d u s t r y | a n d | a | f i f t h | w o r k | i n | a g r i c u l t u r e |,219840,FEMALE
404,15901032757155165572.wav,"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.",in the beginning of the war they mostly travelled on top of the sea but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen,i n | t h e | b e g i n n i n g | o f | t h e | w a r | t h e y | m o s t l y | t r a v e l l e d | o n | t o p | o f | t h e | s e a | b u t | a s | r a d a r | b e g a n | d e v e l o p i n g | a n d | b e c o m i n g | m o r e | a c c u r a t e | t h e | s u b m a r i n e s | w e r e | f o r c e d | t o | g o | u n d e r | w a t e r | t o | a v o i d | b e i n g | s e e n |,197760,MALE
1179,10266843957565053992.wav,"In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.",in 1895 after defeat in the first sino-japanese war 1894-1895 the qing government signs the treaty of shimonoseki by which it cedes sovereignty over taiwan to japan which rules the island until 1945,i n | 1 8 9 5 | a f t e r | d e f e a t | i n | t h e | f i r s t | s i n o - j a p a n e s e | w a r | 1 8 9 4 - 1 8 9 5 | t h e | q i n g | g o v e r n m e n t | s i g n s | t h e | t r e a t y | o f | s h i m o n o s e k i | b y | w h i c h | i t | c e d e s | s o v e r e i g n t y | o v e r | t a i w a n | t o | j a p a n | w h i c h | r u l e s | t h e | i s l a n d | u n t i l | 1 9 4 5 |,388800,MALE
1154,13313818797825285565.wav,"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.",although winfrey was tearful in her farewell she made it clear to her fans she will be back,a l t h o u g h | w i n f r e y | w a s | t e a r f u l | i n | h e r | f a r e w e l l | s h e | m a d e | i t | c l e a r | t o | h e r | f a n s | s h e | w i l l | b e | b a c k |,163200,FEMALE
137,1148552577745520026.wav,The algae produces a neurotoxin that can disable nerves in both humans and fish.,the algae produces a neurotoxin that can disable nerves in both humans and fish,t h e | a l g a e | p r o d u c e s | a | n e u r o t o x i n | t h a t | c a n | d i s a b l e | n e r v e s | i n | b o t h | h u m a n s | a n d | f i s h |,103680,FEMALE
603,2768965298530591632.wav,Water is another example. The compound water is made up of two hydrogen atoms and one oxygen atom.,water is another example the compound water is made up of two hydrogen atoms and one oxygen atom,w a t e r | i s | a n o t h e r | e x a m p l e | t h e | c o m p o u n d | w a t e r | i s | m a d e | u p | o f | t w o | h y d r o g e n | a t o m s | a n d | o n e | o x y g e n | a t o m |,120000,MALE
193,12171743323936808964.wav,"Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""",any length of time trapped on a roller coaster would be uncomfortable to say the least and it took at least an hour to get the first person off the ride,a n y | l e n g t h | o f | t i m e | t r a p p e d | o n | a | r o l l e r | c o a s t e r | w o u l d | b e | u n c o m f o r t a b l e | t o | s a y | t h e | l e a s t | a n d | i t | t o o k | a t | l e a s t | a n | h o u r | t o | g e t | t h e | f i r s t | p e r s o n | o f f | t h e | r i d e |,169920,MALE
1252,13839887331743195863.wav,"Crown Office, which is in overall charge of prosecutions, has indicated to journalists that no further comment will be made at least until indictment.",crown office which is in overall charge of prosecutions has indicated to journalists that no further comment will be made at least until indictment,c r o w n | o f f i c e | w h i c h | i s | i n | o v e r a l l | c h a r g e | o f | p r o s e c u t i o n s | h a s | i n d i c a t e d | t o | j o u r n a l i s t s | t h a t | n o | f u r t h e r | c o m m e n t | w i l l | b e | m a d e | a t | l e a s t | u n t i l | i n d i c t m e n t |,147840,FEMALE
347,14221586553828662643.wav,"People were hitting the panes with chairs, but the windows were unbreakable.",people were hitting the panes with chairs but the windows were unbreakable,p e o p l e | w e r e | h i t t i n g | t h e | p a n e s | w i t h | c h a i r s | b u t | t h e | w i n d o w s | w e r e | u n b r e a k a b l e |,111360,FEMALE
1077,639331610811974410.wav,Before The Simpsons Simon had worked on several shows in various positions.,before the simpsons simon had worked on several shows in various positions,b e f o r e | t h e | s i m p s o n s | s i m o n | h a d | w o r k e d | o n | s e v e r a l | s h o w s | i n | v a r i o u s | p o s i t i o n s |,88320,MALE
183,15484080223905403375.wav,"It is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible, said a government spokesperson.",it is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible said a government spokesperson,i t | i s | n o w | i m p o r t a n t | f r o m | b o t h | a | p u b l i c | h e a l t h | a n d | c r i m i n a l | j u s t i c e | p e r s p e c t i v e | t h a t | t h e | l e g i s l a t i o n | b e | e n a c t e d | a s | s o o n | a s | p o s s i b l e | s a i d | a | g o v e r n m e n t | s p o k e s p e r s o n |,182400,FEMALE
761,103719521794353602.wav,Joining such a network usually just requires filling out an online form; although some networks offer or require additional verification.,joining such a network usually just requires filling out an online form although some networks offer or require additional verification,j o i n i n g | s u c h | a | n e t w o r k | u s u a l l y | j u s t | r e q u i r e s | f i l l i n g | o u t | a n | o n l i n e | f o r m | a l t h o u g h | s o m e | n e t w o r k s | o f f e r | o r | r e q u i r e | a d d i t i o n a l | v e r i f i c a t i o n |,231360,FEMALE
696,13564520678476987129.wav,"The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.",the city is holy to the three monotheistic religions judaism christianity and islam and serves as a spiritual religious and cultural center,t h e | c i t y | i s | h o l y | t o | t h e | t h r e e | m o n o t h e i s t i c | r e l i g i o n s | j u d a i s m | c h r i s t i a n i t y | a n d | i s l a m | a n d | s e r v e s | a s | a | s p i r i t u a l | r e l i g i o u s | a n d | c u l t u r a l | c e n t e r |,187200,MALE
618,15492701183078924209.wav,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out",they called themselves the moriori there were a few skirmishes and in the end the moriori were wiped out,t h e y | c a l l e d | t h e m s e l v e s | t h e | m o r i o r i | t h e r e | w e r e | a | f e w | s k i r m i s h e s | a n d | i n | t h e | e n d | t h e | m o r i o r i | w e r e | w i p e d | o u t |,144000,FEMALE
316,15405634903428654349.wav,Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.,modern education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief english tutor,m o d e r n | e d u c a t i o n | a c c u s e d | h i m | o f | p r i n t i n g | l a r g e | a d v e r t i s e m e n t s | o n | b u s e s | w i t h o u t | a u t h o r i s a t i o n | a n d | l y i n g | b y | s a y i n g | t h a t | h e | w a s | t h e | c h i e f | e n g l i s h | t u t o r |,169920,FEMALE
226,17840944448602522383.wav,Dark energy is a completely invisible force that is constantly acting upon the universe.,dark energy is a completely invisible force that is constantly acting upon the universe,d a r k | e n e r g y | i s | a | c o m p l e t e l y | i n v i s i b l e | f o r c e | t h a t | i s | c o n s t a n t l y | a c t i n g | u p o n | t h e | u n i v e r s e |,184320,MALE
1207,9472975597947689414.wav,"Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.",scaffolds can be both virtual and real in other words a teacher is a form of scaffold but so is the little paperclip man in microsoft office,s c a f f o l d s | c a n | b e | b o t h | v i r t u a l | a n d | r e a l | i n | o t h e r | w o r d s | a | t e a c h e r | i s | a | f o r m | o f | s c a f f o l d | b u t | s o | i s | t h e | l i t t l e | p a p e r c l i p | m a n | i n | m i c r o s o f t | o f f i c e |,155520,FEMALE
71,6607152305351250887.wav,"The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",the band's management company hk management inc gave no initial reason when they canceled on september 20 but blamed logistical reasons by the next day,t h e | b a n d ' s | m a n a g e m e n t | c o m p a n y | h k | m a n a g e m e n t | i n c | g a v e | n o | i n i t i a l | r e a s o n | w h e n | t h e y | c a n c e l e d | o n | s e p t e m b e r | 2 0 | b u t | b l a m e d | l o g i s t i c a l | r e a s o n s | b y | t h e | n e x t | d a y |,184320,FEMALE
508,7426562432347618286.wav,It can be customized to make it easy to read and also with as much or little color as desired.,it can be customized to make it easy to read and also with as much or little color as desired,i t | c a n | b e | c u s t o m i z e d | t o | m a k e | i t | e a s y | t o | r e a d | a n d | a l s o | w i t h | a s | m u c h | o r | l i t t l e | c o l o r | a s | d e s i r e d |,111360,FEMALE
304,8595195890783712225.wav,He documented himself in a 1998 book.,he documented himself in a 1998 book,h e | d o c u m e n t e d | h i m s e l f | i n | a | 1 9 9 8 | b o o k |,106560,FEMALE
952,13613859575788305491.wav,You should choose your Frequent Flyer airline in an alliance carefully.,you should choose your frequent flyer airline in an alliance carefully,y o u | s h o u l d | c h o o s e | y o u r | f r e q u e n t | f l y e r | a i r l i n e | i n | a n | a l l i a n c e | c a r e f u l l y |,79680,MALE
82,17831135179004134693.wav,Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .,hesperonychus elizabethae is a species of the family dromaeosauridae and is a cousin of velociraptor ,h e s p e r o n y c h u s | e l i z a b e t h a e | i s | a | s p e c i e s | o f | t h e | f a m i l y | d r o m a e o s a u r i d a e | a n d | i s | a | c o u s i n | o f | v e l o c i r a p t o r |,246720,MALE
60,2411310160072138128.wav,"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""",these bosses had been reined in by provenzano when he put an end to the riina-driven war against the state that claimed the lives of mafia crusaders giovanni falcone and paolo borsellino in 1992,t h e s e | b o s s e s | h a d | b e e n | r e i n e d | i n | b y | p r o v e n z a n o | w h e n | h e | p u t | a n | e n d | t o | t h e | r i i n a - d r i v e n | w a r | a g a i n s t | t h e | s t a t e | t h a t | c l a i m e d | t h e | l i v e s | o f | m a f i a | c r u s a d e r s | g i o v a n n i | f a l c o n e | a n d | p a o l o | b o r s e l l i n o | i n | 1 9 9 2 |,260160,MALE
1134,3506272479884960660.wav,"The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.",the chaco region was home to other groups of indigenous tribes such as the guaycurú and payaguá who survived by hunting gathering and fishing,t h e | c h a c o | r e g i o n | w a s | h o m e | t o | o t h e r | g r o u p s | o f | i n d i g e n o u s | t r i b e s | s u c h | a s | t h e | g u a y c u r ú | a n d | p a y a g u á | w h o | s u r v i v e d | b y | h u n t i n g | g a t h e r i n g | a n d | f i s h i n g |,275520,FEMALE
